ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 26 de febrero,0,1,1.0,1,0,1993.0,,planta 3ª exterior,0,0,39595867,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," PRADO , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ",PRADO,Álava,60,58.0,2019-03-29,750,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,2010.0,en trámite,planta 4ª exterior,0,0,84819370,22,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintorería, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintorería, Vitoria-Gasteiz",Álava,70,60.0,2019-03-29,725,1,1.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 15 de enero,0,0,3.0,1,0,1993.0,,2 plantas,1,1,83858567,18,1.0,Ribera Baja,Calle Arenal s/n," Calle Arenal s/n , Ribera Baja , Añana, Álava ",,"Añana, Álava",120,115.0,2019-03-29,700,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,2.0,0,0,1980.0,,planta 5ª exterior,1,0,84616190,15,1.0,Vitoria-Gasteiz,Distrito Aranzabela - Aranbizkarra," PALENCIA , Distrito Aranzabela - Aranbizkarra , Vitoria-Gasteiz , Álava ",PALENCIA,Álava,95,90.0,2019-03-29,860,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,1,0,1.0,0,0,1993.0,en trámite,planta 7ª exterior,0,0,84745268,15,1.0,Vitoria-Gasteiz,Distrito Salburua," Calle Nadine Gordimer Kalea, 19 , Distrito Salburua , Vitoria-Gasteiz , Álava ","Calle Nadine Gordimer Kalea, 19",Álava,80,87.0,2019-03-29,990,0,1.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,1,0,1993.0,,planta 3ª exterior,0,0,84805007,15,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," ZAPATERIA , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",ZAPATERIA,Álava,70,65.0,2019-03-29,670,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,0,2.0,0,0,1993.0,en trámite,planta 4ª exterior,1,0,84711230,15,1.0,Vitoria-Gasteiz,Distrito Coronación," Avenida de gasteiz , Distrito Coronación , Vitoria-Gasteiz , Álava ",Avenida de gasteiz,Álava,135,124.0,2019-03-29,1100,0,3.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1.0,0,0,1993.0,,planta 2ª exterior,0,0,84735350,15,1.0,Vitoria-Gasteiz,Distrito Judimendi - Sta.Lucía," santa lucia , Distrito Judimendi - Sta.Lucía , Vitoria-Gasteiz , Álava ",santa lucia,Álava,80,75.0,2019-03-29,675,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,1,1.0,0,0,1960.0,en trámite,planta 3ª interior,0,0,84440365,15,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Francia Kalea, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Francia Kalea, Vitoria-Gasteiz",Álava,89,85.0,2019-03-29,785,0,3.0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,1,1.0,1,0,1993.0,,planta 7ª exterior,0,0,40227341,22,1.0,Vitoria-Gasteiz,Distrito Salburua," Calle Nadine Gordimer, 21 , Distrito Salburua , Vitoria-Gasteiz , Álava ","Calle Nadine Gordimer, 21",Álava,80,68.0,2019-03-29,990,0,1.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 21 de marzo,0,0,2.0,1,0,1993.0,no indicado,planta 1ª exterior,0,1,37366913,15,1.0,Vitoria-Gasteiz,Distrito Txagorritxu - El Pilar," Calle Bolivia, 7 , Distrito Txagorritxu - El Pilar , Vitoria-Gasteiz , Álava ","Calle Bolivia, 7",Álava,90,85.0,2019-03-29,1200,1,4.0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,0,1,1.0,0,0,1993.0,,planta 2ª exterior,0,0,84558569,15,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle zapatería, 39 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle zapatería, 39",Álava,65,87.0,2019-03-29,765,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,2.0,1,0,1993.0,en trámite,planta 4ª,1,0,84593534,15,1.0,Vitoria-Gasteiz,Distrito Armentia - Ciudad Jardín," Gaztelako Atea , Distrito Armentia - Ciudad Jardín , Vitoria-Gasteiz , Álava ",Gaztelako Atea,Álava,104,87.0,2019-03-29,1200,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,3.0,0,0,2008.0,en trámite,,1,0,83304597,18,1.0,Iruña de Oca,Calle San Cristobal," Calle San Cristobal , Iruña de Oca , Añana, Álava ",,"Añana, Álava",292,248.0,2019-03-29,1400,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,2.0,1,0,1990.0,en trámite,planta 5ª exterior,1,0,31721870,15,1.0,Vitoria-Gasteiz,Distrito Centro," Calle florida, 8 , Distrito Centro , Vitoria-Gasteiz , Álava ","Calle florida, 8",Álava,120,110.0,2019-03-29,1100,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 21 de marzo,0,1,2.0,1,0,1993.0,no indicado,planta 2ª exterior,1,1,84254610,15,1.0,Vitoria-Gasteiz,Distrito Zabalgana - Ariznabarra," Calle del Castillo de Lantarón, Vitoria-Gasteiz , Urb. privada , Distrito Zabalgana - Ariznabarra , Vitoria-Gasteiz , Álava ",Urb. privada,Álava,110,92.0,2019-03-29,780,0,3.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 25 de marzo,0,0,2.0,0,0,1993.0,,planta 4ª exterior,0,0,84119399,15,1.0,Vitoria-Gasteiz,Distrito Centro," Calle Manuel Iradier, 44 , Distrito Centro , Vitoria-Gasteiz , Álava ","Calle Manuel Iradier, 44",Álava,83,87.0,2019-03-29,725,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1993.0,,planta 4ª exterior,0,0,84399863,15,1.0,Vitoria-Gasteiz,Distrito Judimendi - Sta.Lucía," Calle Errekatxiki, 39 , Distrito Judimendi - Sta.Lucía , Vitoria-Gasteiz , Álava ","Calle Errekatxiki, 39",Álava,73,87.0,2019-03-29,690,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de marzo,0,0,2.0,1,0,1985.0,en trámite,planta 6ª exterior,0,0,84668481,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," adriano vi , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ",adriano vi,Álava,80,75.0,2019-03-29,850,1,2.0,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,0,1.0,0,0,1993.0,,planta 1ª exterior,0,0,84533877,15,0.0,Vitoria-Gasteiz,Distrito Judimendi - Sta.Lucía," Calle de los Herrán, 20 , Distrito Judimendi - Sta.Lucía , Vitoria-Gasteiz , Álava ","Calle de los Herrán, 20",Álava,110,87.0,2019-03-29,850,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de febrero,0,0,3.0,0,0,1993.0,,planta 7ª exterior,0,0,82590898,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," Calle Joaquin Jose Landazuri, 7 , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ","Calle Joaquin Jose Landazuri, 7",Álava,160,87.0,2019-03-29,1100,0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,1993.0,no indicado,planta 1ª exterior,1,0,84213029,15,1.0,Vitoria-Gasteiz,Distrito Lakua," Calle Hondarribia, 8 , Distrito Lakua , Vitoria-Gasteiz , Álava ","Calle Hondarribia, 8",Álava,90,87.0,2019-03-29,640,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de diciembre,0,0,2.0,0,0,1993.0,en trámite,2 plantas,1,0,83565414,16,1.0,Zigoitia,Erlautza," Erlautza , Zigoitia , Zuya, Álava ",,"Zuya, Álava",900,87.0,2019-03-29,1500,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de febrero,0,0,3.0,0,0,1993.0,en trámite,,1,0,84401707,16,1.0,Zigoitia,Zelaia," Zelaia , Zigoitia , Zuya, Álava ",,"Zuya, Álava",240,87.0,2019-03-29,2000,0,4.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,0,1993.0,,1 planta,0,1,84821862,21,1.0,Vitoria-Gasteiz,Distrito Zona rural suroeste," Santa Cruz Hiribidea, 4 , Distrito Zona rural suroeste , Vitoria-Gasteiz , Álava ","Santa Cruz Hiribidea, 4",Álava,300,87.0,2019-03-29,1400,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,0,2.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,34837504,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," Calle Portal de Castilla , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ",Calle Portal de Castilla,Álava,80,87.0,2019-03-29,850,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,2.0,0,0,1993.0,,planta 1ª interior,0,0,84148544,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," Calle El Prado, 5 , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ","Calle El Prado, 5",Álava,150,87.0,2019-03-29,990,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,2.0,0,0,1993.0,en trámite,planta 2ª exterior,0,0,84771113,15,1.0,Vitoria-Gasteiz,Distrito Centro," Calle Manuel Iradier , Distrito Centro , Vitoria-Gasteiz , Álava ",Calle Manuel Iradier,Álava,70,87.0,2019-03-29,900,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,2.0,0,0,1993.0,,planta 8ª exterior,0,0,84480334,15,1.0,Vitoria-Gasteiz,Distrito San Martín," Plaza Gerardo Armesto, 7 , Distrito San Martín , Vitoria-Gasteiz , Álava ","Plaza Gerardo Armesto, 7",Álava,90,87.0,2019-03-29,900,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,1993.0,,planta 4ª exterior,0,0,84636977,15,1.0,Vitoria-Gasteiz,Distrito Lakua - Arriaga," Calle Francisco Javier de Landaburu, 32 , Distrito Lakua - Arriaga , Vitoria-Gasteiz , Álava ","Calle Francisco Javier de Landaburu, 32",Álava,90,87.0,2019-03-29,700,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,6.0,1,0,1993.0,,,1,0,84540451,16,1.0,Vitoria-Gasteiz,Distrito Zona rural este," Calle Andra Mari de Eskolunbe , Distrito Zona rural este , Vitoria-Gasteiz , Álava ",Calle Andra Mari de Eskolunbe,Álava,2000,87.0,2019-03-29,2500,0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,2.0,1,0,1993.0,en trámite,planta 4ª exterior,1,1,84683232,15,1.0,Vitoria-Gasteiz,Distrito Armentia - Ciudad Jardín," Portal de Castilla, Vitoria-Gasteiz , Distrito Armentia - Ciudad Jardín , Vitoria-Gasteiz , Álava ","Portal de Castilla, Vitoria-Gasteiz",Álava,119,104.0,2019-03-29,1293,1,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,1,2.0,1,0,1993.0,no indicado,3 plantas,1,0,84751720,16,1.0,Vitoria-Gasteiz,Distrito Zona rural suroeste," Santa Cruz Hiribidea, 4 , Distrito Zona rural suroeste , Vitoria-Gasteiz , Álava ","Santa Cruz Hiribidea, 4",Álava,280,87.0,2019-03-29,1400,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 6ª exterior,0,0,84794934,15,1.0,Vitoria-Gasteiz,Distrito Coronación," Calle Coronacion de la Virgen Blanca, 1 , Distrito Coronación , Vitoria-Gasteiz , Álava ","Calle Coronacion de la Virgen Blanca, 1",Álava,95,87.0,2019-03-29,750,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,1,0,1993.0,,planta 7ª exterior,1,1,39918049,22,1.0,Vitoria-Gasteiz,Distrito Zabalgana - Ariznabarra," Gaztelako Atea, 114 , Distrito Zabalgana - Ariznabarra , Vitoria-Gasteiz , Álava ","Gaztelako Atea, 114",Álava,90,87.0,2019-03-29,774,1,1.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,1,0,1993.0,no indicado,planta 2ª exterior,0,0,84805989,15,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintore, 30 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintore, 30",Álava,84,65.0,2019-03-29,700,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,1993.0,no indicado,planta 4ª exterior,0,0,33436071,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," Calle cercas bajas, 11 , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ","Calle cercas bajas, 11",Álava,120,87.0,2019-03-29,1200,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,1,0,1993.0,en trámite,planta 2ª exterior,1,0,84835440,15,1.0,Vitoria-Gasteiz,Distrito Lovaina - Aranzabal," Cercas Bajas , Distrito Lovaina - Aranzabal , Vitoria-Gasteiz , Álava ",Cercas Bajas,Álava,75,70.0,2019-03-29,810,0,2.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,2.0,1,0,1993.0,en trámite,planta 7ª exterior,0,0,84849625,15,1.0,Vitoria-Gasteiz,Distrito Zabalgana - Ariznabarra," Avenida zabalgana , Distrito Zabalgana - Ariznabarra , Vitoria-Gasteiz , Álava ",Avenida zabalgana,Álava,95,90.0,2019-03-29,850,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 3ª exterior,0,0,84851233,15,1.0,Vitoria-Gasteiz,Distrito Coronación," Calle Bruno Villarreal , Distrito Coronación , Vitoria-Gasteiz , Álava ",Calle Bruno Villarreal,Álava,87,76.0,2019-03-29,750,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 8ª exterior,1,1,84852132,15,1.0,Vitoria-Gasteiz,Distrito San Martín," Calle Pintor Aurelio Verá-Fajardo , Distrito San Martín , Vitoria-Gasteiz , Álava ",Calle Pintor Aurelio Verá-Fajardo,Álava,51,87.0,2019-03-29,780,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de marzo,0,0,2.0,1,0,1993.0,,planta 5ª exterior,1,0,84855714,15,1.0,Vitoria-Gasteiz,Distrito Centro," Calle Independentzia, 1 , Distrito Centro , Vitoria-Gasteiz , Álava ","Calle Independentzia, 1",Álava,95,87.0,2019-03-29,1300,0,3.0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,2.0,1,0,1993.0,no indicado,planta 3ª exterior,0,1,1942576,15,1.0,Vitoria-Gasteiz,Distrito San Martín," Avenida Gasteiz, 93 , Distrito San Martín , Vitoria-Gasteiz , Álava ","Avenida Gasteiz, 93",Álava,105,100.0,2019-03-29,925,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
